curve,m_phi_GeV,gamma_GeV
KK,1.2202248261e+00,8.9107993585e-08
KK,1.2203605431e+00,8.9089002311e-08
KK,1.2223302584e+00,8.9089002311e-08
KK,1.2226022107e+00,8.9070015085e-08
KK,1.2267567170e+00,8.9070015085e-08
KK,1.2270296366e+00,8.9051031905e-08
KK,1.2297621745e+00,8.9051031905e-08
KK,1.2298305615e+00,8.9032047913e-08
KK,1.2305146755e+00,8.9032047913e-08
KK,1.2307199909e+00,8.9013072825e-08
KK,1.2309937923e+00,8.9013072825e-08
KK,1.2312676545e+00,8.8994101782e-08
KK,1.2318155618e+00,8.8975129926e-08
KK,1.2328435496e+00,8.8937208053e-08
KK,1.2349707725e+00,8.8880350697e-08
KK,1.2350394491e+00,8.8861407940e-08
KK,1.2355203277e+00,8.8861407940e-08
KK,1.2360013758e+00,8.8842469220e-08
KK,1.2370328569e+00,8.8804599042e-08
KK,1.2373080626e+00,8.8804599042e-08
KK,1.2375833296e+00,8.8785672430e-08
KK,1.2380651987e+00,8.8766749851e-08
KK,1.2386161309e+00,8.8766749851e-08
KK,1.2391673082e+00,8.8747831305e-08
KK,1.2395119142e+00,8.8747831305e-08
KK,1.2396497940e+00,8.8728911950e-08
KK,1.2409603202e+00,8.8728911950e-08
KK,1.2412364174e+00,8.8747831305e-08
KK,1.2425486209e+00,8.8747831305e-08
KK,1.2428250538e+00,8.8766749851e-08
KK,1.2435855658e+00,8.8766749851e-08
KK,1.2438622294e+00,8.8785672430e-08
KK,1.2444849431e+00,8.8785672430e-08
KK,1.2455927673e+00,8.8804599042e-08
KK,1.2457313236e+00,8.8804599042e-08
KK,1.2458698775e+00,8.8823529689e-08
KK,1.2461470492e+00,8.8823529689e-08
KK,1.2467015778e+00,8.8842469220e-08
KK,1.2478807838e+00,8.8861407940e-08
KK,1.2485055092e+00,8.8861407940e-08
KK,1.2485749385e+00,8.8880350697e-08
KK,1.2494084447e+00,8.8880350697e-08
KK,1.2495474253e+00,8.8899302343e-08
KK,1.2502425072e+00,8.8899302343e-08
KK,1.2503120331e+00,8.8880350697e-08
KK,1.2507293053e+00,8.8880350697e-08
KK,1.2512858729e+00,8.8861407940e-08
KK,1.2523997513e+00,8.8842469220e-08
KK,1.2526783758e+00,8.8842469220e-08
KK,1.2529570623e+00,8.8823529689e-08
KK,1.2535843291e+00,8.8823529689e-08
KK,1.2536540408e+00,8.8804599042e-08
KK,1.2547002535e+00,8.8804599042e-08
KK,1.2548398050e+00,8.8785672430e-08
KK,1.2586838091e+00,8.8804599042e-08
KK,1.2594540255e+00,8.8804599042e-08
KK,1.2595240636e+00,8.8823529689e-08
KK,1.2600144756e+00,8.8823529689e-08
KK,1.2600845449e+00,8.8842469220e-08
KK,1.2602247131e+00,8.8842469220e-08
KK,1.2604349678e+00,8.8880350697e-08
KK,1.2609958544e+00,8.8937208053e-08
KK,1.2611361240e+00,8.8937208053e-08
KK,1.2615569906e+00,8.8994101782e-08
KK,1.2621885808e+00,8.9070015085e-08
KK,1.2633121646e+00,8.9203020433e-08
KK,1.2656327116e+00,8.9526856699e-08
KK,1.2657030933e+00,8.9526856699e-08
KK,1.2662663242e+00,8.9603224450e-08
KK,1.2668298057e+00,8.9698774529e-08
KK,1.2680280502e+00,8.9871022492e-08
KK,1.2680985651e+00,8.9871022492e-08
KK,1.2681690840e+00,8.9890180471e-08
KK,1.2685923156e+00,8.9947683822e-08
KK,1.2691568322e+00,9.0043601222e-08
KK,1.2692274099e+00,9.0043601222e-08
KK,1.2692979916e+00,9.0062800904e-08
KK,1.2694391666e+00,9.0081999765e-08
KK,1.2695097781e+00,9.0081999765e-08
KK,1.2695803755e+00,9.0101202718e-08
KK,1.2697922091e+00,9.0120414682e-08
KK,1.2698628222e+00,9.0139625824e-08
KK,1.2699334391e+00,9.0139625824e-08
KK,1.2700040600e+00,9.0158841061e-08
KK,1.2701453317e+00,9.0158841061e-08
KK,1.2702159644e+00,9.0178060395e-08
KK,1.2703572596e+00,9.0197283825e-08
KK,1.2704985525e+00,9.0197283825e-08
KK,1.2709225616e+00,9.0254983632e-08
KK,1.2726199773e+00,9.0428304615e-08
KK,1.2749576215e+00,9.0640585192e-08
KK,1.2750994261e+00,9.0640585192e-08
KK,1.2752412645e+00,9.0659907219e-08
KK,1.2755249706e+00,9.0679238314e-08
KK,1.2760925722e+00,9.0737246431e-08
KK,1.2772995598e+00,9.0834005796e-08
KK,1.2773705903e+00,9.0834005796e-08
KK,1.2774416430e+00,9.0853369055e-08
KK,1.2775837238e+00,9.0853369055e-08
KK,1.2778679510e+00,9.0892112919e-08
KK,1.2784365952e+00,9.0930868342e-08
KK,1.2785076889e+00,9.0930868342e-08
KK,1.2785788049e+00,9.0950252250e-08
KK,1.2787210122e+00,9.0950252250e-08
KK,1.2790054924e+00,9.0989037428e-08
KK,1.2791477654e+00,9.0989037428e-08
KK,1.2792900359e+00,9.1008433736e-08
KK,1.2795746428e+00,9.1027834179e-08
KK,1.2796457998e+00,9.1027834179e-08
KK,1.2797169791e+00,9.1047243725e-08
KK,1.2798593129e+00,9.1047243725e-08
KK,1.2799305040e+00,9.1066652441e-08
KK,1.2804288433e+00,9.1066652441e-08
KK,1.2806424870e+00,9.1086065295e-08
KK,1.2809273947e+00,9.1086065295e-08
KK,1.2812123659e+00,9.1105482286e-08
KK,1.2817824983e+00,9.1124903417e-08
KK,1.2819963679e+00,9.1124903417e-08
KK,1.2822815768e+00,9.1144333662e-08
KK,1.2828521850e+00,9.1163763074e-08
KK,1.2829948676e+00,9.1163763074e-08
KK,1.2831375844e+00,9.1183196629e-08
KK,1.2833516801e+00,9.1183196629e-08
KK,1.2839227645e+00,9.1222081145e-08
KK,1.2840655662e+00,9.1222081145e-08
KK,1.2842083837e+00,9.1241527131e-08
KK,1.2844941030e+00,9.1260977263e-08
KK,1.2847084068e+00,9.1260977263e-08
KK,1.2849942191e+00,9.1280431541e-08
KK,1.2850656958e+00,9.1299894948e-08
KK,1.2852800950e+00,9.1299894948e-08
KK,1.2855660344e+00,9.1338824245e-08
KK,1.2860665861e+00,9.1377775128e-08
KK,1.2861381042e+00,9.1377775128e-08
KK,1.2862096446e+00,9.1397254303e-08
KK,1.2863527006e+00,9.1397254303e-08
KK,1.2866388787e+00,9.1436225113e-08
KK,1.2872114259e+00,9.1494717480e-08
KK,1.2873546116e+00,9.1494717480e-08
KK,1.2874262013e+00,9.1514226579e-08
KK,1.2882856432e+00,9.1631343557e-08
KK,1.2883572847e+00,9.1631343557e-08
KK,1.2884289301e+00,9.1650876787e-08
KK,1.2888589232e+00,9.1709506467e-08
KK,1.2889305966e+00,9.1729056359e-08
KK,1.2890022739e+00,9.1729056359e-08
KK,1.2891456589e+00,9.1748610418e-08
KK,1.2894324583e+00,9.1807302620e-08
KK,1.2895041636e+00,9.1826878370e-08
KK,1.2895758728e+00,9.1826878370e-08
KK,1.2897193216e+00,9.1866032367e-08
KK,1.2898627679e+00,9.1866032367e-08
KK,1.2900779858e+00,9.1924799684e-08
KK,1.2901497269e+00,9.1963995433e-08
KK,1.2902214904e+00,9.1983604595e-08
KK,1.2906520634e+00,9.2160240102e-08
KK,1.2907238364e+00,9.2179886077e-08
KK,1.2907956319e+00,9.2219190593e-08
KK,1.2918009850e+00,9.2632931532e-08
KK,1.2930228303e+00,9.3127895426e-08
KK,1.2931666625e+00,9.3207334917e-08
KK,1.2935982183e+00,9.3386320346e-08
KK,1.2941738624e+00,9.3665430075e-08
KK,1.2953979705e+00,9.4185984428e-08
KK,1.2977774551e+00,9.5174914664e-08
KK,1.2978496244e+00,9.5195203284e-08
KK,1.2979217978e+00,9.5235793498e-08
KK,1.2980661749e+00,9.5296716474e-08
KK,1.2982827615e+00,9.5398337915e-08
KK,1.2988604902e+00,9.5601911227e-08
KK,1.2990049533e+00,9.5642674858e-08
KK,1.2991494324e+00,9.5703858119e-08
KK,1.2994384759e+00,9.5805913723e-08
KK,1.2998721248e+00,9.5928528300e-08
KK,1.2999444105e+00,9.5969431197e-08
KK,1.3000167189e+00,9.5989894423e-08
KK,1.3000890127e+00,9.5989894423e-08
KK,1.3002336124e+00,9.6010356773e-08
KK,1.3003782467e+00,9.6010356773e-08
KK,1.3005228786e+00,9.6030823485e-08
KK,1.3005952191e+00,9.6030823485e-08
KK,1.3006675451e+00,9.6051294561e-08
KK,1.3008122092e+00,9.6051294561e-08
KK,1.3011016041e+00,9.6071770000e-08
KK,1.3012463350e+00,9.6071770000e-08
KK,1.3013910634e+00,9.6092255047e-08
KK,1.3017529920e+00,9.6092255047e-08
KK,1.3018253824e+00,9.6112739218e-08
KK,1.3025495448e+00,9.6112739218e-08
KK,1.3026219795e+00,9.6133227755e-08
KK,1.3033466035e+00,9.6133227755e-08
KK,1.3034190825e+00,9.6112739218e-08
KK,1.3042892008e+00,9.6112739218e-08
KK,1.3044342862e+00,9.6092255047e-08
KK,1.3047244870e+00,9.6092255047e-08
KK,1.3050147523e+00,9.6071770000e-08
KK,1.3053050821e+00,9.6071770000e-08
KK,1.3055954766e+00,9.6051294561e-08
KK,1.3056680807e+00,9.6051294561e-08
KK,1.3058133195e+00,9.6030823485e-08
KK,1.3061038085e+00,9.6010356773e-08
KK,1.3066850174e+00,9.5989894423e-08
KK,1.3067577007e+00,9.5969431197e-08
KK,1.3069757375e+00,9.5969431197e-08
KK,1.3072664851e+00,9.5948977569e-08
KK,1.3079209594e+00,9.5908078156e-08
KK,1.3079936928e+00,9.5887637604e-08
KK,1.3082119358e+00,9.5887637604e-08
KK,1.3090852536e+00,9.5826342083e-08
KK,1.3091580517e+00,9.5805913723e-08
KK,1.3093764890e+00,9.5805913723e-08
KK,1.3094493034e+00,9.5785494945e-08
KK,1.3097406198e+00,9.5785494945e-08
KK,1.3098134544e+00,9.5765080519e-08
KK,1.3101777067e+00,9.5765080519e-08
KK,1.3103234472e+00,9.5785494945e-08
KK,1.3104692038e+00,9.5785494945e-08
KK,1.3106149581e+00,9.5805913723e-08
KK,1.3109065338e+00,9.5826342083e-08
KK,1.3115628119e+00,9.5846769568e-08
KK,1.3116357664e+00,9.5867201408e-08
KK,1.3118545985e+00,9.5867201408e-08
KK,1.3127303480e+00,9.5928528300e-08
KK,1.3139720080e+00,9.6030823485e-08
KK,1.3163856108e+00,9.6235741226e-08
KK,1.3165320230e+00,9.6235741226e-08
KK,1.3166784703e+00,9.6256261236e-08
KK,1.3169713951e+00,9.6276780369e-08
KK,1.3176307093e+00,9.6317837012e-08
KK,1.3177039827e+00,9.6338369271e-08
KK,1.3177772601e+00,9.6338369271e-08
KK,1.3179238459e+00,9.6358905906e-08
KK,1.3188036470e+00,9.6420547344e-08
KK,1.3188769856e+00,9.6420547344e-08
KK,1.3189503283e+00,9.6441101498e-08
KK,1.3190970446e+00,9.6441101498e-08
KK,1.3193905074e+00,9.6461660033e-08
KK,1.3194638786e+00,9.6482228215e-08
KK,1.3195372539e+00,9.6482228215e-08
KK,1.3196840355e+00,9.6502795517e-08
KK,1.3199042291e+00,9.6502795517e-08
KK,1.3199776289e+00,9.6523367203e-08
KK,1.3203447078e+00,9.6523367203e-08
KK,1.3212261249e+00,9.6585113849e-08
KK,1.3215200614e+00,9.6585113849e-08
KK,1.3218140633e+00,9.6605703083e-08
KK,1.3224022632e+00,9.6626296706e-08
KK,1.3224758019e+00,9.6646899994e-08
KK,1.3226964613e+00,9.6646899994e-08
KK,1.3229907249e+00,9.6667502399e-08
KK,1.3236530526e+00,9.6688109196e-08
KK,1.3239475479e+00,9.6688109196e-08
KK,1.3242420709e+00,9.6708720387e-08
KK,1.3248313513e+00,9.6729335970e-08
KK,1.3254208940e+00,9.6729335970e-08
KK,1.3260106989e+00,9.6749961228e-08
KK,1.3263057187e+00,9.6749961228e-08
KK,1.3266007664e+00,9.6770585604e-08
KK,1.3274125426e+00,9.6770585604e-08
KK,1.3274863788e+00,9.6791214375e-08
KK,1.3308126183e+00,9.6791214375e-08
KK,1.3311086875e+00,9.6770585604e-08
KK,1.3317750793e+00,9.6770585604e-08
KK,1.3318491393e+00,9.6749961228e-08
KK,1.3322195385e+00,9.6749961228e-08
KK,1.3328123689e+00,9.6729335970e-08
KK,1.3331088640e+00,9.6729335970e-08
KK,1.3334054630e+00,9.6708720387e-08
KK,1.3339246226e+00,9.6688109196e-08
KK,1.3350378236e+00,9.6646899994e-08
KK,1.3354090907e+00,9.6646899994e-08
KK,1.3357061824e+00,9.6626296706e-08
KK,1.3363005643e+00,9.6605703083e-08
KK,1.3375645184e+00,9.6543943275e-08
KK,1.3378620707e+00,9.6543943275e-08
KK,1.3381597272e+00,9.6523367203e-08
KK,1.3387552009e+00,9.6502795517e-08
KK,1.3388296490e+00,9.6502795517e-08
KK,1.3389041012e+00,9.6482228215e-08
KK,1.3390530181e+00,9.6482228215e-08
KK,1.3393509396e+00,9.6461660033e-08
KK,1.3398724141e+00,9.6461660033e-08
KK,1.3399469434e+00,9.6441101498e-08
KK,1.3406177599e+00,9.6441101498e-08
KK,1.3412143274e+00,9.6420547344e-08
KK,1.3424829101e+00,9.6399992311e-08
KK,1.3449488839e+00,9.6338369271e-08
KK,1.3452480980e+00,9.6338369271e-08
KK,1.3455473787e+00,9.6317837012e-08
KK,1.3460712849e+00,9.6317837012e-08
KK,1.3472695400e+00,9.6276780369e-08
KK,1.3478690675e+00,9.6276780369e-08
KK,1.3483938777e+00,9.6256261236e-08
KK,1.3485438501e+00,9.6256261236e-08
KK,1.3486938583e+00,9.6235741226e-08
KK,1.3489939056e+00,9.6235741226e-08
KK,1.3495942004e+00,9.6215230840e-08
KK,1.3500445872e+00,9.6215230840e-08
KK,1.3501947624e+00,9.6194724826e-08
KK,1.3504200276e+00,9.6194724826e-08
KK,1.3507204781e+00,9.6174223182e-08
KK,1.3519228719e+00,9.6133227755e-08
KK,1.3542555421e+00,9.6030823485e-08
KK,1.3544815041e+00,9.6030823485e-08
KK,1.3547828390e+00,9.6010356773e-08
KK,1.3553857099e+00,9.5989894423e-08
KK,1.3587818558e+00,9.5805913723e-08
KK,1.3633991315e+00,9.5561159756e-08
KK,1.3634749501e+00,9.5540793141e-08
KK,1.3637024309e+00,9.5540793141e-08
KK,1.3646128117e+00,9.5479714128e-08
KK,1.3659035258e+00,9.5398337915e-08
KK,1.3684125203e+00,9.5235793498e-08
KK,1.3733679711e+00,9.4891306884e-08
KK,1.3827943841e+00,9.4246235834e-08
KK,1.3828712812e+00,9.4246235834e-08
KK,1.3829482022e+00,9.4226149465e-08
KK,1.3831020178e+00,9.4226149465e-08
KK,1.3834866513e+00,9.4206067376e-08
KK,1.3841022952e+00,9.4165910900e-08
KK,1.3853344050e+00,9.4065602281e-08
KK,1.3879562912e+00,9.3905328645e-08
KK,1.3930599798e+00,9.3505838272e-08
KK,1.3931374477e+00,9.3485904600e-08
KK,1.3932149398e+00,9.3485904600e-08
KK,1.3933698973e+00,9.3465980277e-08
KK,1.3936798837e+00,9.3446060201e-08
KK,1.3943776005e+00,9.3386320346e-08
KK,1.3956188573e+00,9.3286842172e-08
KK,1.3981824551e+00,9.3068358973e-08
KK,1.4032457121e+00,9.2613189000e-08
KK,1.4127986319e+00,9.1846453282e-08
KK,1.4232078085e+00,9.1066652441e-08
KK,1.4329763083e+00,9.0389758455e-08
KK,1.4426514003e+00,8.9698774529e-08
KK,1.4427316260e+00,8.9698774529e-08
KK,1.4428118562e+00,8.9679657344e-08
KK,1.4429723300e+00,8.9679657344e-08
KK,1.4432933722e+00,8.9641430305e-08
KK,1.4439356298e+00,8.9584122741e-08
KK,1.4453013711e+00,8.9469622382e-08
KK,1.4453817442e+00,8.9450554035e-08
KK,1.4454621218e+00,8.9450554035e-08
KK,1.4456229109e+00,8.9431484872e-08
KK,1.4459445222e+00,8.9412424654e-08
KK,1.4465879596e+00,8.9355268369e-08
KK,1.4479562096e+00,8.9222036013e-08
KK,1.4481172555e+00,8.9222036013e-08
KK,1.4486005421e+00,8.9164996566e-08
KK,1.4492451613e+00,8.9107993585e-08
KK,1.4505352605e+00,8.9013072825e-08
KK,1.4506965933e+00,8.9013072825e-08
KK,1.4507772871e+00,8.8994101782e-08
KK,1.4509386468e+00,8.8994101782e-08
KK,1.4512614407e+00,8.8956166969e-08
KK,1.4531997129e+00,8.8842469220e-08
KK,1.4532805253e+00,8.8823529689e-08
KK,1.4535230099e+00,8.8823529689e-08
KK,1.4538463788e+00,8.8804599042e-08
KK,1.4544933324e+00,8.8747831305e-08
KK,1.4581378299e+00,8.8521103688e-08
KK,1.4631740687e+00,8.8182107479e-08
KK,1.4739544210e+00,8.7377521924e-08
KK,1.4841537603e+00,8.6709565020e-08
KK,1.4942574804e+00,8.6046714309e-08
KK,1.5052668272e+00,8.5316154797e-08
KK,1.5053505564e+00,8.5316154797e-08
KK,1.5055179859e+00,8.5297971664e-08
KK,1.5058529222e+00,8.5279792407e-08
KK,1.5065230184e+00,8.5225273228e-08
KK,1.5077802581e+00,8.5152636752e-08
KK,1.5103818733e+00,8.4989432108e-08
KK,1.5104658656e+00,8.4971313972e-08
KK,1.5105498624e+00,8.4971313972e-08
KK,1.5107178917e+00,8.4953204334e-08
KK,1.5110539849e+00,8.4935098556e-08
KK,1.5116423333e+00,8.4898898575e-08
KK,1.5129879776e+00,8.4808456854e-08
KK,1.5155985570e+00,8.4609835142e-08
KK,1.5157671479e+00,8.4609835142e-08
KK,1.5159357360e+00,8.4591797929e-08
KK,1.5162729900e+00,8.4573769176e-08
KK,1.5169477231e+00,8.4519701356e-08
KK,1.5183825442e+00,8.4411673997e-08
KK,1.5211716237e+00,8.4178084324e-08
KK,1.5268500649e+00,8.3677154225e-08
KK,1.5380140394e+00,8.2737121829e-08
KK,1.5484844258e+00,8.1894886915e-08
KK,1.5485705369e+00,8.1894886915e-08
KK,1.5486566528e+00,8.1877432945e-08
KK,1.5488289210e+00,8.1859982695e-08
KK,1.5491734928e+00,8.1842531699e-08
KK,1.5498628665e+00,8.1772782755e-08
KK,1.5513287987e+00,8.1668261864e-08
KK,1.5541783963e+00,8.1442263946e-08
KK,1.5543512787e+00,8.1442263946e-08
KK,1.5548699971e+00,8.1390198091e-08
KK,1.5555619057e+00,8.1338165521e-08
KK,1.5570332283e+00,8.1216891424e-08
KK,1.5598933265e+00,8.0974876579e-08
KK,1.5599800720e+00,8.0957618688e-08
KK,1.5600668224e+00,8.0957618688e-08
KK,1.5605874704e+00,8.0905862665e-08
KK,1.5611950830e+00,8.0836907570e-08
KK,1.5625848385e+00,8.0699173640e-08
KK,1.5652810170e+00,8.0424409414e-08
KK,1.5706873383e+00,7.9843639852e-08
KK,1.5812921977e+00,7.8694643605e-08
KK,1.5928542404e+00,7.7397030750e-08
KK,1.6037871458e+00,7.6120814511e-08
KK,1.6156933485e+00,7.4610735763e-08
KK,1.6158730507e+00,7.4578936104e-08
KK,1.6160527959e+00,7.4563037288e-08
KK,1.6185711672e+00,7.4230008793e-08
KK,1.6215442807e+00,7.3851224612e-08
KK,1.6217246567e+00,7.3819748662e-08
KK,1.6219050297e+00,7.3804011691e-08
KK,1.6222658589e+00,7.3756828953e-08
KK,1.6229877583e+00,7.3646858526e-08
KK,1.6245228554e+00,7.3458713974e-08
KK,1.6274164009e+00,7.3052712709e-08
KK,1.6277784563e+00,7.2990450760e-08
KK,1.6281405922e+00,7.2943792110e-08
KK,1.6287745297e+00,7.2850556318e-08
KK,1.6302244436e+00,7.2633471968e-08
KK,1.6304057852e+00,7.2602515033e-08
KK,1.6304964519e+00,7.2571571293e-08
KK,1.6315849158e+00,7.2386169811e-08
KK,1.6329465002e+00,7.2139709667e-08
KK,1.6384954146e+00,7.1116742061e-08
KK,1.6505674969e+00,6.9217317624e-08
KK,1.6618965298e+00,6.7268174671e-08
KK,1.6743272294e+00,6.5040329730e-08
KK,1.6865695227e+00,6.2966748297e-08
KK,1.6867571080e+00,6.2939907958e-08
KK,1.6868509084e+00,6.2913082494e-08
KK,1.6879770167e+00,6.2752359362e-08
KK,1.6893856612e+00,6.2538700378e-08
KK,1.6923006294e+00,6.2140050277e-08
KK,1.6926771197e+00,6.2087085671e-08
KK,1.6929595485e+00,6.2034172979e-08
KK,1.6980512108e+00,6.1324202728e-08
KK,1.6981456393e+00,6.1298065890e-08
KK,1.6988068342e+00,6.1206667969e-08
KK,1.6995627939e+00,6.1089358478e-08
KK,1.7011703192e+00,6.0829469900e-08
KK,1.7105620874e+00,5.9255309315e-08
KK,1.7223986836e+00,5.7586694111e-08
KK,1.7341243111e+00,5.6240123667e-08
KK,1.7468038269e+00,5.4831459551e-08
KK,1.7587933740e+00,5.3560730961e-08
KK,1.7718503381e+00,5.2174669814e-08
KK,1.7722445008e+00,5.2130204815e-08
KK,1.7726388017e+00,5.2096878093e-08
KK,1.7735262363e+00,5.2008112850e-08
KK,1.7751050063e+00,5.1842084755e-08
KK,1.7783656529e+00,5.1522600575e-08
KK,1.7785634479e+00,5.1500638443e-08
KK,1.7787612903e+00,5.1489662292e-08
KK,1.7791570158e+00,5.1445778272e-08
KK,1.7799487308e+00,5.1369070515e-08
KK,1.7815332180e+00,5.1205082467e-08
KK,1.7848056724e+00,5.0878677997e-08
KK,1.7852027426e+00,5.0835314712e-08
KK,1.7855999011e+00,5.0802815810e-08
KK,1.7862951475e+00,5.0727069504e-08
KK,1.7877858655e+00,5.0586691378e-08
KK,1.7879847083e+00,5.0565130948e-08
KK,1.7881835987e+00,5.0554354179e-08
KK,1.7885814203e+00,5.0522034894e-08
KK,1.7893773292e+00,5.0446704476e-08
KK,1.7908706194e+00,5.0328555366e-08
KK,1.7910698053e+00,5.0307104955e-08
KK,1.7912690133e+00,5.0296383179e-08
KK,1.7915678924e+00,5.0274943737e-08
KK,1.7923651303e+00,5.0210685708e-08
KK,1.7938609139e+00,5.0103767808e-08
KK,1.7969561500e+00,4.9901252532e-08
KK,1.7971560128e+00,4.9879984241e-08
KK,1.7973559233e+00,4.9869353495e-08
KK,1.7977557856e+00,4.9837472130e-08
KK,1.7985557770e+00,4.9784383619e-08
KK,1.8002569345e+00,4.9667785703e-08
KK,1.8035637821e+00,4.9414338724e-08
KK,1.8037644054e+00,4.9393275264e-08
KK,1.8039650254e+00,4.9382748248e-08
KK,1.8051692910e+00,4.9288100635e-08
KK,1.8068767296e+00,4.9162185045e-08
KK,1.8069772099e+00,4.9162185045e-08
KK,1.8072786843e+00,4.9130755771e-08
KK,1.8076807798e+00,4.9099346590e-08
KK,1.8085857575e+00,4.9047044354e-08
KK,1.8101957370e+00,4.8911318067e-08
KK,1.8102964018e+00,4.8911318067e-08
KK,1.8105984557e+00,4.8880049172e-08
KK,1.8110012641e+00,4.8848800267e-08
KK,1.8117064008e+00,4.8775967371e-08
KK,1.8133191582e+00,4.8630621890e-08
KK,1.8164479429e+00,4.8330928804e-08
KK,1.8226203875e+00,4.7737069348e-08
KK,1.8242428604e+00,4.7594822232e-08
KK,1.8349262574e+00,4.6700386667e-08
KK,1.8484455999e+00,4.5598654324e-08
KK,1.8610292945e+00,4.4570393781e-08
KK,1.8748452395e+00,4.3583896544e-08
KK,1.8884486308e+00,4.2465069432e-08
KK,1.9013046548e+00,4.1498623370e-08
KK,1.9014104132e+00,4.1489778914e-08
KK,1.9015161505e+00,4.1489778914e-08
KK,1.9017276698e+00,4.1472093394e-08
KK,1.9029971714e+00,4.1392607444e-08
KK,1.9047971415e+00,4.1295663554e-08
KK,1.9050089987e+00,4.1278063031e-08
KK,1.9052209065e+00,4.1269265582e-08
KK,1.9064927671e+00,4.1190166127e-08
KK,1.9082960164e+00,4.1093696367e-08
KK,1.9085082899e+00,4.1076181923e-08
KK,1.9087205598e+00,4.1067427500e-08
KK,1.9099947567e+00,4.0988717138e-08
KK,1.9118013184e+00,4.0866576560e-08
KK,1.9135031790e+00,4.0727434203e-08
KK,1.9153130863e+00,4.0588765596e-08
KK,1.9157391635e+00,4.0554172279e-08
KK,1.9160588109e+00,4.0519608445e-08
KK,1.9169114465e+00,4.0450569128e-08
KK,1.9186178561e+00,4.0321436757e-08
KK,1.9218214831e+00,4.0055868620e-08
KK,1.9284592314e+00,3.9580559489e-08
KK,1.9427757640e+00,3.8597398859e-08
KK,1.9569808632e+00,3.7686828184e-08
KK,1.9703034632e+00,3.6797739239e-08
KK,1.9849306116e+00,3.5914309802e-08
KK,1.9851513814e+00,3.5899002852e-08
KK,1.9853722041e+00,3.5891351823e-08
KK,1.9857034699e+00,3.5868406563e-08
KK,1.9883555310e+00,3.5731044670e-08
KK,1.9884661033e+00,3.5731044670e-08
KK,1.9885766817e+00,3.5723429438e-08
KK,1.9886872663e+00,3.5708203842e-08
KK,1.9900148746e+00,3.5639765037e-08
KK,1.9916755746e+00,3.5541138338e-08
KK,1.9921186676e+00,3.5510847053e-08
KK,1.9925618592e+00,3.5488145048e-08
KK,2.0000000000e+00,3.4984910104e-08
cc,3.7220585890e+00,5.0435955699e-10
cc,3.7222655724e+00,5.7906743848e-10
cc,3.7224726203e+00,6.5695225845e-10
cc,3.7226796268e+00,7.3819748662e-10
cc,3.7228866447e+00,8.2244775640e-10
cc,3.7233007681e+00,9.0969650218e-10
cc,3.7235078206e+00,1.0000000000e-09
cc,3.7237148845e+00,1.0929592741e-09
cc,3.7241291001e+00,1.2868169144e-09
cc,3.7243361986e+00,1.3876772909e-09
cc,3.7245433087e+00,1.4910300670e-09
cc,3.7249576164e+00,1.7049684701e-09
cc,3.7257863170e+00,2.1605667117e-09
cc,3.7259935077e+00,2.2720374535e-09
cc,3.7262007099e+00,2.3851883989e-09
cc,3.7266152019e+00,2.6174933299e-09
cc,3.7274442713e+00,3.1021886867e-09
cc,3.7276515542e+00,3.2276560963e-09
cc,3.7278588486e+00,3.3546205647e-09
cc,3.7282735251e+00,3.6137011205e-09
cc,3.7288955467e+00,4.1507471976e-09
cc,3.7291029634e+00,4.2883509603e-09
cc,3.7293103385e+00,4.4276843253e-09
cc,3.7297251765e+00,4.7110323616e-09
cc,3.7305548846e+00,5.2947740661e-09
cc,3.7322149609e+00,6.5290366160e-09
cc,3.7324225623e+00,6.6896395393e-09
cc,3.7326301220e+00,6.8512713319e-09
cc,3.7330453292e+00,7.1771595874e-09
cc,3.7338757760e+00,7.8460148983e-09
cc,3.7353296087e+00,9.2396283536e-09
cc,3.7355373301e+00,9.4206067376e-09
cc,3.7357451162e+00,9.6010356773e-09
cc,3.7361606168e+00,9.9659520397e-09
cc,3.7369918097e+00,1.0708205888e-08
cc,3.7386547504e+00,1.2247269001e-08
cc,3.7388626567e+00,1.2444642395e-08
cc,3.7390706278e+00,1.2642500884e-08
cc,3.7394864983e+00,1.3042144157e-08
cc,3.7401104439e+00,1.3853128219e-08
cc,3.7417747724e+00,1.5519958717e-08
cc,3.7421909435e+00,1.5949248292e-08
cc,3.7426072143e+00,1.6379934765e-08
cc,3.7434398415e+00,1.7250750099e-08
