variation,axis,mass_GeV,n_events,n_hits,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,exclusion_reason,invf_min_sample_ess,invf_min_event_ess,invf_min_max_event_fraction,peak_sample_ess,peak_event_ess,peak_max_event_fraction,invf_max_sample_ess,invf_max_event_ess,invf_max_max_event_fraction
pdf_0100,pdf,0.3,599994,6236,True,34294.04646189127,1.4584098829439864e-06,6.195585411938882e-08,1.029501663332704e-05,False,False,,,,,,,,,,
pdf_0100,pdf,0.32,599994,6205,True,29024.135203011912,1.2893412965257158e-06,5.902835619889495e-08,9.092563218573285e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.34,599994,6246,True,24531.635196373507,1.212305401337653e-06,5.6269379004819304e-08,8.32200885173502e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.36,599994,6301,True,22007.53470529291,1.0717668854455034e-06,5.4199119585759046e-08,7.289789104520537e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.38,599994,6255,True,19764.17731781965,1.0077306820944618e-06,5.2680169521746974e-08,5.90988508858612e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.4,599994,6138,True,16718.23297234394,9.475205302806548e-07,5.159181385083368e-08,5.919215310299816e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.42,599994,6191,True,15495.26155662509,9.475205302806548e-07,4.9836801347201794e-08,6.205950536949108e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.44,599994,6225,True,13727.203764412348,8.376776400682924e-07,4.8049487085136256e-08,5.6507827031374275e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.46,599994,6206,True,12604.934667162894,7.876278611187062e-07,4.6834889762704825e-08,5.671121648486109e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.48,599994,6104,True,11384.64825190517,7.876278611187062e-07,4.6464069726939945e-08,4.92391414498817e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.5,599994,6102,True,10362.947011271404,7.405684692262443e-07,4.5047259232007896e-08,4.980911392682037e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.52,599994,6175,True,9803.76105689848,7.405684692262443e-07,4.4232599057447976e-08,4.694801603323133e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.54,0,0,False,,,,,False,False,unsupported eta resonance,,,,,,,,,
pdf_0100,pdf,0.56,599994,6089,True,8278.62165822985,6.547168402004742e-07,4.2630952008634175e-08,3.879131396400034e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.58,599994,6279,True,8273.883620048193,6.155986501483502e-07,4.1876137935202484e-08,3.665823323332173e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.6,599994,5983,True,7156.390404666403,6.155986501483502e-07,4.118440770068409e-08,3.888056982473499e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.62,599994,6081,True,6977.075977998702,5.788177037701268e-07,4.0440542923877554e-08,4.019449803280925e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.64,599994,6025,True,6428.4100031106855,5.788177037701268e-07,4.000672577997324e-08,3.5511988968449736e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.66,599994,5902,True,5956.38596345468,5.44234354830026e-07,3.976186629758676e-08,3.215350424221593e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.68,599994,5962,True,5648.617658365947,5.117173007114599e-07,3.8868872682347456e-08,3.4960324725536226e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.7,599994,6052,True,5482.801759864221,5.117173007114599e-07,3.855741435509276e-08,3.0755062445740997e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.72,599994,6130,True,5084.808738238965,5.117173007114599e-07,3.777724288395118e-08,2.9201946344051022e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.74,599994,6009,True,5023.594146796369,5.117173007114599e-07,3.7371015761128744e-08,3.0889067608325416e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.76,599994,6095,True,4688.924435956836,4.811430839003254e-07,3.6853729151176624e-08,3.049124596561801e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.78,599994,6001,True,4302.6084848568025,4.523956232538049e-07,3.656000834366687e-08,2.7939751540369227e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.8,599994,5846,True,4209.586554730286,4.523956232538049e-07,3.6200307016509144e-08,2.8191462892643716e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.82,599994,5968,True,4188.622190573192,4.523956232538049e-07,3.5443345669481186e-08,2.476494615144158e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.84,599994,5823,True,3766.225387645131,4.523956232538049e-07,3.582593519110445e-08,2.363565162354216e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.86,599994,5843,True,3481.5355546823844,4.2536577327503834e-07,3.5084755782473794e-08,2.358843639379061e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.88,599994,5828,True,3273.314450013662,4.2536577327503834e-07,3.479037042205754e-08,2.2243366155721885e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.9,599994,5927,True,3102.7599071957093,3.999509097203662e-07,3.409488574393884e-08,2.4756855280467904e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.92,599994,5657,True,2343.111059429315,3.760545399658168e-07,3.2982367579194987e-08,2.1962519531466427e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.94,599994,5694,True,797.1418412222979,2.2972275360711513e-07,2.7912038441137814e-08,1.1823207364078764e-06,False,False,,,,,,,,,,
pdf_0100,pdf,0.96,0,0,False,,,,,False,False,unsupported eta-prime resonance,,,,,,,,,
pdf_0100,pdf,0.98,599994,5780,True,275.3652191686836,1.4033215376054846e-07,2.2614207343382842e-08,5.640597916218474e-07,False,False,,,,,,,,,,
pdf_0100,pdf,1.0,599994,5955,True,393.2058989063413,1.6882033167003626e-07,2.4314752171100242e-08,6.925190256689163e-07,False,False,,,,,,,,,,
pdf_0100,pdf,1.05,599994,5834,True,264.7118883117378,1.4033215376054846e-07,2.270133663483156e-08,5.572190037077602e-07,False,False,,,,,,,,,,
pdf_0100,pdf,1.1,599994,5530,True,99.31671982987989,9.117299484984922e-08,1.947085341674532e-08,3.636103179145541e-07,False,False,,,,,,,,,,
pdf_0100,pdf,1.15,599994,5715,True,39.98686110091903,5.9234571458758066e-08,1.588810024377917e-08,1.8300893681093177e-07,False,False,,,,,,,,,,
pdf_0100,pdf,1.2,599994,5509,True,14.57454743042974,3.6184987596427426e-08,1.3381297066922892e-08,8.341788011915211e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.25,599994,5551,True,3.1538505212518704,1.6244350109588655e-08,1.3955867441899408e-08,1.8881256525736976e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.3,599994,5652,False,0.5588635618359066,6.856782936641738e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,1.35,599994,5437,False,1.657631418701215,1.1937766417144358e-08,,,False,False,,,,,,,,,,
pdf_0100,pdf,1.4,599994,5422,True,3.189661404973199,1.6244350109588655e-08,1.3776521789948764e-08,1.935797945541983e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.45,599994,5281,False,1.307760767253208,1.1224505680853058e-08,,,False,False,,,,,,,,,,
pdf_0100,pdf,1.5,599994,5414,True,4.599563775194143,1.9542040079740516e-08,1.2306941749956649e-08,3.087855795951592e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.55,599994,5395,True,5.778871727549856,2.2104546299710197e-08,1.2242750585082718e-08,3.8650621750505544e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.6,599994,5364,True,7.0814282538700795,2.3509178754572845e-08,1.2178522419533626e-08,4.5096778334578417e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.65,599994,5140,True,7.259361368018481,2.5003068519063217e-08,1.2643827478846621e-08,4.6202875068912374e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.7,599994,5251,True,7.984674434272979,2.6591887445126912e-08,1.2504758030412724e-08,5.0564944296032316e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.75,599994,5207,True,9.217282683103358,2.8281667802300298e-08,1.2659551884127392e-08,5.6261071584266184e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.8,599994,5123,True,10.361048098756775,3.0078825180430956e-08,1.2831057456235934e-08,6.13731871753623e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.85,599994,5144,True,12.48968287187962,3.199018284775061e-08,1.3081809381143569e-08,7.256519592345667e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.9,599994,5007,True,15.119974070229818,3.6184987596427426e-08,1.3533213963293668e-08,8.01766127005213e-08,False,False,,,,,,,,,,
pdf_0100,pdf,1.95,599994,5032,True,18.660459405194455,3.8484361094874256e-08,1.3790477983753364e-08,9.821513010324153e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.0,599994,4953,True,21.737075287797968,4.3530733647318836e-08,1.4483880873715156e-08,1.0570850611380821e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.05,599994,4871,True,21.88143695649604,4.3530733647318836e-08,1.4441005005915552e-08,1.0568484900207885e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.1,599994,4949,True,22.628605163116145,4.3530733647318836e-08,1.4508750081384164e-08,1.086453761497798e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.15,599994,4870,True,21.968974744926665,4.3530733647318836e-08,1.4711828750672831e-08,1.123213876544203e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.2,599994,4841,True,21.771062529023713,4.3530733647318836e-08,1.4943521464236664e-08,1.0920072192629083e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.25,599994,4898,True,20.285149061076577,4.3530733647318836e-08,1.4935667582375013e-08,1.050331546026561e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.3,599994,4829,True,19.282098493952994,4.3530733647318836e-08,1.5177739265753588e-08,1.0960722050816813e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.35,599994,4812,True,20.518946914225197,4.3530733647318836e-08,1.4871596450970497e-08,1.0444171376006052e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.4,599994,4782,True,18.69100460683291,4.3530733647318836e-08,1.5195997782351194e-08,1.0483938699364559e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.45,599994,4775,True,19.86465870813863,4.3530733647318836e-08,1.5115342010252672e-08,1.0285044988746225e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.5,599994,4695,True,19.401379346627532,4.3530733647318836e-08,1.5495791600467544e-08,1.060050860086141e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.55,599994,4724,True,22.147598458257917,4.6296892266272595e-08,1.5649419133783002e-08,1.1457588440274603e-07,False,False,,,,,,,,,,
pdf_0100,pdf,2.6,599994,4787,True,15.531294955904546,3.8484361094874256e-08,1.4807743440058882e-08,8.815848701438469e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.65,599994,4646,True,12.401233962755589,3.6184987596427426e-08,1.480271351182976e-08,7.704110862761735e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.7,599994,4572,True,10.85578048061659,3.402299765678064e-08,1.4666259017206328e-08,7.093629988816077e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.75,599994,4651,True,9.092537705113434,3.199018284775061e-08,1.4701582699006931e-08,6.239326226126639e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.8,599994,4505,True,8.455729487387801,3.0078825180430956e-08,1.4714485471532544e-08,6.045426674482703e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.85,599994,4529,True,7.299996559828417,2.8281667802300298e-08,1.4768951362956816e-08,5.3131305323005846e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.9,599994,4473,True,6.768656989134798,2.8281667802300298e-08,1.4747554220690708e-08,5.212596127472424e-08,False,False,,,,,,,,,,
pdf_0100,pdf,2.95,599994,4613,True,6.393963088476224,2.6591887445126912e-08,1.4561810620221632e-08,4.8166812395027775e-08,False,False,,,,,,,,,,
pdf_0100,pdf,3.0,599994,4642,True,5.576135512234341,2.5003068519063217e-08,1.4814670797119026e-08,4.229441559570944e-08,False,False,,,,,,,,,,
pdf_0100,pdf,3.1,599994,4534,True,4.629334544889461,2.5003068519063217e-08,1.545702631265777e-08,3.727501880558204e-08,False,False,,,,,,,,,,
pdf_0100,pdf,3.2,599994,4430,True,3.6009994062832003,2.2104546299710197e-08,1.703672320198609e-08,2.991441216295725e-08,False,False,,,,,,,,,,
pdf_0100,pdf,3.3,599994,4494,True,3.1648137975274375,2.2104546299710197e-08,1.8743041770247777e-08,2.5232850674384545e-08,False,False,,,,,,,,,,
pdf_0100,pdf,3.4,599994,4452,False,2.468866782036711,2.078383818579755e-08,,,False,False,,,,,,,,,,
pdf_0100,pdf,3.5,599994,4342,False,1.930984607073921,1.9542040079740516e-08,,,False,False,,,,,,,,,,
pdf_0100,pdf,3.6,533328,3835,False,0.8392080242423665,1.2696351276599728e-08,,,False,False,,,,,,,,,,
pdf_0100,pdf,3.7,533328,3949,False,0.5209313322642322,1.0553861030365231e-08,,,False,False,,,,,,,,,,
pdf_0100,pdf,3.8,533328,3890,False,0.2786730361459038,8.248746552614582e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,3.9,266664,1921,False,0.1802582945355521,7.292496916841445e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.0,266664,1963,False,0.1345773761517149,6.4471021073238704e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.1,199998,1385,False,0.1116681833651793,6.4471021073238704e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.2,199998,1458,False,0.0886213981171492,6.061898993497572e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.3,199998,1368,False,0.0590730986722043,5.699711094326075e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.4,133332,947,False,0.0465914695508811,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.5,66666,468,False,0.0408339248598271,5.359163290848515e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.6,66666,517,False,0.0350356902214714,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.65,66666,503,False,0.0332865032306762,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.7,66666,467,False,0.0231806980283118,5.03896262506515e-09,,,False,False,,,,,,,,,,
pdf_0100,pdf,4.75,66666,435,False,0.013474687752264,5.03896262506515e-09,,,False,False,,,,,,,,,,
mass_4p5,mb,0.22,599994,6125,True,156828.1042596455,2.7004623524206823e-06,8.626976647622109e-08,1.734192053556092e-05,False,False,,,,,,,,,,
mass_4p5,mb,0.24,599994,6211,True,95989.7422395776,2.1106426791015547e-06,7.370774856854147e-08,1.266006057294426e-05,False,False,,,,,,,,,,
mass_4p5,mb,0.26,599994,6177,True,66101.35758230742,1.865962923181746e-06,6.785554602890679e-08,1.1444952560644132e-05,False,False,,,,,,,,,,
mass_4p5,mb,0.28,599994,6277,True,50042.35939639057,1.6496480740980203e-06,6.254614745938718e-08,1.0883607328898824e-05,False,False,,,,,,,,,,
mass_4p5,mb,0.3,599994,6285,True,40896.90106423741,1.4584098829439864e-06,5.9519507349477315e-08,9.197611375776143e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.32,599994,6231,True,32442.77566584047,1.2893412965257158e-06,5.701409171099262e-08,7.758174474082321e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.34,599994,6305,True,28761.480670988123,1.212305401337653e-06,5.394426992787658e-08,6.870772619933366e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.36,599994,6199,True,23335.467869255495,1.0717668854455034e-06,5.267075233264887e-08,6.859417103528295e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.38,599994,5981,True,20234.327152348895,1.0077306820944618e-06,5.086875613121289e-08,5.9778613855461965e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.4,599994,6177,True,17685.85371035662,9.475205302806548e-07,4.961512291539138e-08,6.22520320717417e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.42,599994,6086,True,16553.7647884321,8.909078300934143e-07,4.8299303010450026e-08,5.871875758782008e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.44,599994,6053,True,14869.250926502162,8.376776400682924e-07,4.6951106872530765e-08,4.574802828154864e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.46,599994,6092,True,13666.414752485738,7.876278611187062e-07,4.597247407282737e-08,4.821883528782159e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.48,599994,6089,True,13042.906682911987,7.405684692262443e-07,4.4465845256351493e-08,4.53212482561563e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.5,599994,6209,True,11774.619317727876,7.405684692262443e-07,4.3721172953768224e-08,4.557172152285479e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.52,599994,6113,True,10892.760411080051,6.96320793976389e-07,4.2564010590929035e-08,3.992436715470645e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.54,0,0,False,,,,,False,False,unsupported eta resonance,,,,,,,,,
mass_4p5,mb,0.56,599994,6060,True,8974.386426168301,6.547168402004742e-07,4.125102238596317e-08,3.936970089943021e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.58,599994,5919,True,8406.031079628185,6.155986501483502e-07,4.0640236038738815e-08,4.09209512165503e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.6,599994,5953,True,8225.886672675615,5.788177037701268e-07,3.9496008719149224e-08,3.1909459908885583e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.62,599994,6147,True,7940.9564829537485,5.788177037701268e-07,3.9011300151081886e-08,3.706150059744789e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.64,599994,5999,True,7443.134292473727,5.44234354830026e-07,3.842874682203573e-08,3.7677981190332022e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.66,599994,6102,True,6922.434521256989,5.44234354830026e-07,3.796104209020328e-08,3.389874081483706e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.68,599994,6034,True,6321.084869025386,5.117173007114599e-07,3.750456776728972e-08,3.2138683007394073e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.7,599994,6069,True,6077.675198394015,5.117173007114599e-07,3.670622121109753e-08,3.0607942688976855e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.72,599994,6006,True,5683.55087964675,4.811430839003254e-07,3.6275627579872446e-08,2.5574214307461165e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.74,599994,5906,True,5619.863277685535,4.811430839003254e-07,3.6127866689198874e-08,2.7251968853127917e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.76,599994,5945,True,5236.392632453303,4.811430839003254e-07,3.5856111399592696e-08,2.590972198629148e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.78,599994,5913,True,4729.073258986784,4.523956232538049e-07,3.5428231454826294e-08,2.328116440632053e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.8,599994,5945,True,4679.619174317768,4.523956232538049e-07,3.464097372404588e-08,2.117659811651174e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.82,599994,5788,True,4230.228757269048,4.2536577327503834e-07,3.477722440849615e-08,2.7250249553335113e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.84,599994,5865,True,4158.180150074937,4.2536577327503834e-07,3.4271051553668965e-08,2.345011779045602e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.86,599994,5884,True,4226.70825276788,4.2536577327503834e-07,3.364581228798894e-08,2.3605788384497347e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.88,599994,5841,True,3790.4177949543823,3.999509097203662e-07,3.3477259105622735e-08,2.175585879636111e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.9,599994,5783,True,3387.891629706373,3.760545399658168e-07,3.265545679924169e-08,1.9475499601561344e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.92,599994,5746,True,2599.708306644158,3.535859366535176e-07,3.172318827635719e-08,1.9188598845844143e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.94,599994,5713,True,944.0462899109737,2.2972275360711513e-07,2.6877409648214956e-08,1.079255425088877e-06,False,False,,,,,,,,,,
mass_4p5,mb,0.96,0,0,False,,,,,False,False,unsupported eta-prime resonance,,,,,,,,,
mass_4p5,mb,0.98,599994,5696,True,291.15785740942596,1.4033215376054846e-07,2.199891457967626e-08,5.630916725941058e-07,False,False,,,,,,,,,,
mass_4p5,mb,1.0,599994,5717,True,407.087756996966,1.587336111010209e-07,2.3429807978135777e-08,6.84116179353008e-07,False,False,,,,,,,,,,
mass_4p5,mb,1.05,599994,5684,True,268.3618401052364,1.319475521676706e-07,2.1928491662213485e-08,5.340855302388611e-07,False,False,,,,,,,,,,
mass_4p5,mb,1.1,599994,5717,True,115.8827068349804,9.117299484984922e-08,1.8599498741399187e-08,3.179762390826134e-07,False,False,,,,,,,,,,
mass_4p5,mb,1.15,599994,5543,True,43.86858422740779,5.5695409058001254e-08,1.5311638310317646e-08,1.736841635047068e-07,False,False,,,,,,,,,,
mass_4p5,mb,1.2,599994,5463,True,15.887834163819,3.402299765678064e-08,1.2753562489723814e-08,8.451308864749358e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.25,599994,5557,True,3.3934345133397668,1.6244350109588655e-08,1.2312420604529148e-08,2.0019559096148015e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.3,599994,5382,False,0.6040494055967561,6.856782936641738e-09,,,False,False,,,,,,,,,,
mass_4p5,mb,1.35,599994,5429,False,1.7663398590293715,1.1224505680853058e-08,,,False,False,,,,,,,,,,
mass_4p5,mb,1.4,599994,5341,True,3.4049164935459313,1.6244350109588655e-08,1.2472003731258577e-08,2.0384944822491023e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.45,599994,5342,False,1.508604164240721,1.0553861030365231e-08,,,False,False,,,,,,,,,,
mass_4p5,mb,1.5,599994,5308,True,5.053502376820974,1.9542040079740516e-08,1.1466311421581933e-08,3.222101128332006e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.55,599994,5264,True,6.51179212861187,2.2104546299710197e-08,1.1703277457960712e-08,3.9604749670957647e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.6,599994,5207,True,7.571533427660743,2.3509178754572845e-08,1.1635775443604226e-08,4.447712070813113e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.65,599994,5156,True,7.852281725737051,2.5003068519063217e-08,1.196158381341736e-08,4.7724655114911346e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.7,599994,5003,True,8.656323321352254,2.6591887445126912e-08,1.2073778356755654e-08,5.0746961987641054e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.75,599994,5173,True,10.67434730009314,2.6591887445126912e-08,1.1802039671811445e-08,5.7135778306101254e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.8,599994,5039,True,11.547994411729965,2.8281667802300298e-08,1.2218667771758732e-08,6.088213825814418e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.85,599994,4970,True,13.60325434428096,3.199018284775061e-08,1.248969374690222e-08,6.982615290275963e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.9,599994,4971,True,16.389197539079806,3.402299765678064e-08,1.2878239058060968e-08,8.212539517493776e-08,False,False,,,,,,,,,,
mass_4p5,mb,1.95,599994,4862,True,19.97041407508847,3.8484361094874256e-08,1.3341068679841722e-08,8.93790157660098e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.0,599994,4998,True,22.800277834983273,4.092984818452434e-08,1.3861777196294397e-08,1.0726414669180173e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.05,599994,4938,True,23.578190990216513,4.092984818452434e-08,1.3908667095950677e-08,1.0618011232133701e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.1,599994,4940,True,23.774260190325982,4.092984818452434e-08,1.3956818492168858e-08,1.031630666535045e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.15,599994,4758,True,24.87592244186424,4.3530733647318836e-08,1.4110871955029638e-08,1.0955901869190305e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.2,599994,4843,True,23.49410254067542,4.3530733647318836e-08,1.4515091351409416e-08,1.071680644209768e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.25,599994,4782,True,21.97286629002196,4.092984818452434e-08,1.4336705157515711e-08,9.966756979477153e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.3,599994,4739,True,22.449718721780133,4.092984818452434e-08,1.441211839927752e-08,1.018879410816062e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.35,599994,4722,True,21.422678148351174,4.092984818452434e-08,1.4492133546267996e-08,1.0072802020693181e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.4,599994,4743,True,20.207082608563013,4.092984818452434e-08,1.459471171661128e-08,1.0670781789222553e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.45,599994,4644,True,21.18855815707896,4.3530733647318836e-08,1.4660537392593032e-08,1.046520050022865e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.5,599994,4616,True,21.823877013878136,4.3530733647318836e-08,1.4773614221446772e-08,1.0323118356641148e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.55,599994,4484,True,22.84512878451841,4.6296892266272595e-08,1.5190227278457828e-08,1.1005376046047673e-07,False,False,,,,,,,,,,
mass_4p5,mb,2.6,599994,4509,True,15.19997911672303,3.6184987596427426e-08,1.4509497011048502e-08,8.27040811175621e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.65,599994,4548,True,12.476110224078695,3.402299765678064e-08,1.4288957430873813e-08,7.406782987629824e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.7,599994,4458,True,11.352537083806638,3.199018284775061e-08,1.411951347055303e-08,6.7972645224247e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.75,599994,4601,True,10.570158547081284,3.199018284775061e-08,1.3716406532224142e-08,6.415788153915303e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.8,599994,4517,True,9.312220113140414,3.0078825180430956e-08,1.3859468015823893e-08,5.6853791158117517e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.85,599994,4368,True,7.697764950058536,2.8281667802300298e-08,1.4158612657082558e-08,5.27648549263941e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.9,599994,4290,True,7.159133890912273,2.8281667802300298e-08,1.4212894329023568e-08,5.0534236805217316e-08,False,False,,,,,,,,,,
mass_4p5,mb,2.95,599994,4407,True,6.370376996176718,2.6591887445126912e-08,1.4113078836708718e-08,4.5415315394205055e-08,False,False,,,,,,,,,,
mass_4p5,mb,3.0,599994,4346,True,5.584704126615398,2.5003068519063217e-08,1.4621619952238474e-08,4.1485754519189215e-08,False,False,,,,,,,,,,
mass_4p5,mb,3.1,599994,4436,True,4.931219184062096,2.3509178754572845e-08,1.4645578953805962e-08,3.7705340870892034e-08,False,False,,,,,,,,,,
mass_4p5,mb,3.2,599994,4301,True,4.016243047592297,2.2104546299710197e-08,1.5542117355999612e-08,3.168983113998397e-08,False,False,,,,,,,,,,
mass_4p5,mb,3.3,599994,4411,True,3.0641418557486952,2.078383818579755e-08,1.9178489350392912e-08,2.2968452168202356e-08,False,False,,,,,,,,,,
mass_4p5,mb,3.4,599994,4354,False,2.654273413137062,2.078383818579755e-08,,,False,False,,,,,,,,,,
mass_4p5,mb,3.5,599994,4242,False,1.9424249925921695,1.8374437246107253e-08,,,False,False,,,,,,,,,,
mass_4p5,mb,3.6,533328,3769,False,0.8290603081988381,1.2696351276599728e-08,,,False,False,,,,,,,,,,
mass_4p5,mb,3.7,533328,3750,False,0.5294040493157981,1.0553861030365231e-08,,,False,False,,,,,,,,,,
mass_4p5,mb,3.8,533328,3757,False,0.3189617455222457,8.248746552614582e-09,,,False,False,,,,,,,,,,
