"mass_GeV","width_coefficient_001","width_coefficient_002","width_coefficient_003","width_coefficient_004","width_coefficient_005","width_coefficient_006","width_coefficient_007","width_coefficient_008","width_coefficient_009","width_coefficient_010","width_coefficient_011","width_coefficient_012","width_coefficient_013","width_coefficient_014","width_coefficient_015","width_coefficient_016","width_coefficient_017","width_coefficient_018","width_coefficient_019","width_coefficient_020","width_coefficient_021","width_coefficient_022","width_coefficient_023","width_coefficient_024","width_coefficient_025","width_coefficient_026","width_coefficient_027","width_coefficient_028","width_coefficient_029","width_coefficient_030","width_coefficient_031","width_coefficient_032","width_coefficient_033","width_coefficient_034","width_coefficient_035","width_coefficient_036","width_coefficient_037","width_coefficient_038","width_coefficient_039","width_coefficient_040"
0.055,2.4404433171238543e-9,1.925014889873208e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4596934660225866e-9,0,2.4596934660225866e-9
0.056,2.484829555925861e-9,2.0277352834434282e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5051069087602952e-9,0,2.5051069087602952e-9
0.057,2.529215541821291e-9,2.1338698046423365e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5505542398677143e-9,0,2.5505542398677143e-9
0.058,2.573601287895515e-9,2.2434602350900447e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.596035890246415e-9,0,2.596035890246415e-9
0.059000000000000004,2.6179868063464272e-9,2.3565477313746083e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6415522836601734e-9,0,2.6415522836601734e-9
0.060000000000000005,2.6623721085584387e-9,2.4731728668079098e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6871038372265177e-9,0,2.6871038372265177e-9
0.061000000000000006,2.7067572051691813e-9,2.5933756793463976e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7326909619626454e-9,0,2.7326909619626454e-9
0.062000000000000006,2.751142106129757e-9,2.717195726306835e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778314063392825e-9,0,2.778314063392825e-9
0.063,2.7955268207592456e-9,2.8446721465798473e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823973542225044e-9,0,2.823973542225044e-9
0.064,2.839911357794102e-9,2.975843731126115e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.869669795105363e-9,0,2.869669795105363e-9
